year,section,characteristic,income_group,estimate_raw,estimate,flag,estimate_log
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$10,000 to $19,999","1,118",1118.0,ok,7.020190708311925
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$100,000 to $119,999",721,721.0,ok,6.582025138892826
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$120,000 to $139,999",470,470.0,ok,6.154858094016418
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$140,000 to $159,999",420,420.0,ok,6.042632833682381
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$160,000 to $179,999",231,231.0,ok,5.44673737166631
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$180,000 to $199,999",183,183.0,ok,5.214935757608986
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$20,000 to $29,999","1,227",1227.0,ok,7.113142108707088
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$200,000 or more",700,700.0,ok,6.55250788703459
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$30,000 to $39,999",978,978.0,ok,6.88653164253051
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$40,000 to $49,999","1,023",1023.0,ok,6.931471805599453
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$50,000 to $59,999",796,796.0,ok,6.680854678790215
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$60,000 to $79,999","1,370",1370.0,ok,7.223295679562314
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$80,000 to $99,999",910,910.0,ok,6.814542897259958
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"Less than $10,000","1,207",1207.0,ok,7.0967213784947605
2021,Heating Problems,With heating equipment and occupied last winter,"$10,000 to $19,999","9,701",9701.0,ok,9.180087328805161
2021,Heating Problems,With heating equipment and occupied last winter,"$100,000 to $119,999","9,250",9250.0,ok,9.132486932771318
2021,Heating Problems,With heating equipment and occupied last winter,"$120,000 to $139,999","6,885",6885.0,ok,8.83724564389847
2021,Heating Problems,With heating equipment and occupied last winter,"$140,000 to $159,999","5,303",5303.0,ok,8.576216531865699
2021,Heating Problems,With heating equipment and occupied last winter,"$160,000 to $179,999","3,403",3403.0,ok,8.132706489693264
2021,Heating Problems,With heating equipment and occupied last winter,"$180,000 to $199,999","2,474",2474.0,ok,7.813995675002791
2021,Heating Problems,With heating equipment and occupied last winter,"$20,000 to $29,999","10,270",10270.0,ok,9.237079669165805
2021,Heating Problems,With heating equipment and occupied last winter,"$200,000 or more","9,931",9931.0,ok,9.203517146628057
2021,Heating Problems,With heating equipment and occupied last winter,"$30,000 to $39,999","9,830",9830.0,ok,9.193295937366925
2021,Heating Problems,With heating equipment and occupied last winter,"$40,000 to $49,999","9,618",9618.0,ok,9.171495588152615
2021,Heating Problems,With heating equipment and occupied last winter,"$50,000 to $59,999","8,315",8315.0,ok,9.025936648977904
2021,Heating Problems,With heating equipment and occupied last winter,"$60,000 to $79,999","15,177",15177.0,ok,9.627602289963859
2021,Heating Problems,With heating equipment and occupied last winter,"$80,000 to $99,999","11,395",11395.0,ok,9.341017695617799
2021,Heating Problems,With heating equipment and occupied last winter,"Less than $10,000","9,715",9715.0,ok,9.181529290122063
2021,Housing Adequacy,Adequate,"$10,000 to $19,999","9,424",9424.0,ok,9.151121012316212
2021,Housing Adequacy,Adequate,"$100,000 to $119,999","9,363",9363.0,ok,9.144627828610801
2021,Housing Adequacy,Adequate,"$120,000 to $139,999","7,031",7031.0,ok,8.858226439365012
2021,Housing Adequacy,Adequate,"$140,000 to $159,999","5,371",5371.0,ok,8.588955557643128
2021,Housing Adequacy,Adequate,"$160,000 to $179,999","3,523",3523.0,ok,8.16735198705607
2021,Housing Adequacy,Adequate,"$180,000 to $199,999","2,543",2543.0,ok,7.841492924460013
2021,Housing Adequacy,Adequate,"$20,000 to $29,999","10,214",10214.0,ok,9.231612507251722
2021,Housing Adequacy,Adequate,"$200,000 or more","10,180",10180.0,ok,9.228278517107196
2021,Housing Adequacy,Adequate,"$30,000 to $39,999","9,876",9876.0,ok,9.197964100908127
2021,Housing Adequacy,Adequate,"$40,000 to $49,999","9,636",9636.0,ok,9.173365135851288
2021,Housing Adequacy,Adequate,"$50,000 to $59,999","8,375",8375.0,ok,9.033125752550372
2021,Housing Adequacy,Adequate,"$60,000 to $79,999","15,434",15434.0,ok,9.64439293693626
2021,Housing Adequacy,Adequate,"$80,000 to $99,999","11,553",11553.0,ok,9.354786976341211
2021,Housing Adequacy,Adequate,"Less than $10,000","9,294",9294.0,ok,9.137231900155545
2021,Housing Adequacy,Electric or wiring,"$10,000 to $19,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$100,000 to $119,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$120,000 to $139,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$140,000 to $159,999",.,,blank_or_na,
2021,Housing Adequacy,Electric or wiring,"$160,000 to $179,999",.,,blank_or_na,
2021,Housing Adequacy,Electric or wiring,"$180,000 to $199,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$20,000 to $29,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$200,000 or more",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$30,000 to $39,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$40,000 to $49,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$50,000 to $59,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$60,000 to $79,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"$80,000 to $99,999",S,,suppressed,
2021,Housing Adequacy,Electric or wiring,"Less than $10,000",51,51.0,ok,3.9512437185814275
2021,Housing Adequacy,Heating,"$10,000 to $19,999",134,134.0,ok,4.90527477843843
2021,Housing Adequacy,Heating,"$100,000 to $119,999",48,48.0,ok,3.8918202981106265
2021,Housing Adequacy,Heating,"$120,000 to $139,999",31,31.0,ok,3.4657359027997265
2021,Housing Adequacy,Heating,"$140,000 to $159,999",S,,suppressed,
2021,Housing Adequacy,Heating,"$160,000 to $179,999",S,,suppressed,
2021,Housing Adequacy,Heating,"$180,000 to $199,999",S,,suppressed,
2021,Housing Adequacy,Heating,"$20,000 to $29,999",128,128.0,ok,4.859812404361672
2021,Housing Adequacy,Heating,"$200,000 or more",S,,suppressed,
2021,Housing Adequacy,Heating,"$30,000 to $39,999",96,96.0,ok,4.574710978503383
2021,Housing Adequacy,Heating,"$40,000 to $49,999",75,75.0,ok,4.330733340286331
2021,Housing Adequacy,Heating,"$50,000 to $59,999",136,136.0,ok,4.919980925828125
2021,Housing Adequacy,Heating,"$60,000 to $79,999",117,117.0,ok,4.770684624465665
2021,Housing Adequacy,Heating,"$80,000 to $99,999",55,55.0,ok,4.02535169073515
2021,Housing Adequacy,Heating,"Less than $10,000",186,186.0,ok,5.231108616854587
2021,Housing Adequacy,Moderately inadequate,"$10,000 to $19,999",636,636.0,ok,6.456769655572163
2021,Housing Adequacy,Moderately inadequate,"$100,000 to $119,999",226,226.0,ok,5.424950017481403
2021,Housing Adequacy,Moderately inadequate,"$120,000 to $139,999",125,125.0,ok,4.836281906951478
2021,Housing Adequacy,Moderately inadequate,"$140,000 to $159,999",154,154.0,ok,5.043425116919247
2021,Housing Adequacy,Moderately inadequate,"$160,000 to $179,999",68,68.0,ok,4.23410650459726
2021,Housing Adequacy,Moderately inadequate,"$180,000 to $199,999",62,62.0,ok,4.143134726391533
2021,Housing Adequacy,Moderately inadequate,"$20,000 to $29,999",511,511.0,ok,6.238324625039508
2021,Housing Adequacy,Moderately inadequate,"$200,000 or more",183,183.0,ok,5.214935757608986
2021,Housing Adequacy,Moderately inadequate,"$30,000 to $39,999",481,481.0,ok,6.1779441140506
2021,Housing Adequacy,Moderately inadequate,"$40,000 to $49,999",466,466.0,ok,6.1463292576688975
2021,Housing Adequacy,Moderately inadequate,"$50,000 to $59,999",332,332.0,ok,5.808142489980444
2021,Housing Adequacy,Moderately inadequate,"$60,000 to $79,999",550,550.0,ok,6.311734809152915
2021,Housing Adequacy,Moderately inadequate,"$80,000 to $99,999",366,366.0,ok,5.905361848054571
2021,Housing Adequacy,Moderately inadequate,"Less than $10,000",694,694.0,ok,6.543911845564792
2021,Housing Adequacy,Other,"$10,000 to $19,999",388,388.0,ok,5.963579343618446
2021,Housing Adequacy,Other,"$100,000 to $119,999",114,114.0,ok,4.74493212836325
2021,Housing Adequacy,Other,"$120,000 to $139,999",50,50.0,ok,3.9318256327243257
2021,Housing Adequacy,Other,"$140,000 to $159,999",51,51.0,ok,3.9512437185814275
2021,Housing Adequacy,Other,"$160,000 to $179,999",S,,suppressed,
2021,Housing Adequacy,Other,"$180,000 to $199,999",S,,suppressed,
2021,Housing Adequacy,Other,"$20,000 to $29,999",277,277.0,ok,5.627621113690637
2021,Housing Adequacy,Other,"$200,000 or more",52,52.0,ok,3.970291913552122
2021,Housing Adequacy,Other,"$30,000 to $39,999",267,267.0,ok,5.5909869805108565
2021,Housing Adequacy,Other,"$40,000 to $49,999",241,241.0,ok,5.488937726156687
2021,Housing Adequacy,Other,"$50,000 to $59,999",165,165.0,ok,5.111987788356544
2021,Housing Adequacy,Other,"$60,000 to $79,999",277,277.0,ok,5.627621113690637
2021,Housing Adequacy,Other,"$80,000 to $99,999",185,185.0,ok,5.225746673713202
2021,Housing Adequacy,Other,"Less than $10,000",408,408.0,ok,6.013715156042802
2021,Housing Adequacy,Plumbing,"$10,000 to $19,999",60,60.0,ok,4.110873864173311
2021,Housing Adequacy,Plumbing,"$100,000 to $119,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$120,000 to $139,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$140,000 to $159,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$160,000 to $179,999",.,,blank_or_na,
2021,Housing Adequacy,Plumbing,"$180,000 to $199,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$20,000 to $29,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$200,000 or more",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$30,000 to $39,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$40,000 to $49,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$50,000 to $59,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$60,000 to $79,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"$80,000 to $99,999",S,,suppressed,
2021,Housing Adequacy,Plumbing,"Less than $10,000",113,113.0,ok,4.736198448394496
2021,Housing Adequacy,Severely inadequate,"$10,000 to $19,999",258,258.0,ok,5.556828061699537
2021,Housing Adequacy,Severely inadequate,"$100,000 to $119,999",89,89.0,ok,4.499809670330265
2021,Housing Adequacy,Severely inadequate,"$120,000 to $139,999",44,44.0,ok,3.8066624897703196
2021,Housing Adequacy,Severely inadequate,"$140,000 to $159,999",S,,suppressed,
2021,Housing Adequacy,Severely inadequate,"$160,000 to $179,999",S,,suppressed,
2021,Housing Adequacy,Severely inadequate,"$180,000 to $199,999",S,,suppressed,
2021,Housing Adequacy,Severely inadequate,"$20,000 to $29,999",223,223.0,ok,5.4116460518550396
2021,Housing Adequacy,Severely inadequate,"$200,000 or more",50,50.0,ok,3.9318256327243257
2021,Housing Adequacy,Severely inadequate,"$30,000 to $39,999",159,159.0,ok,5.075173815233827
2021,Housing Adequacy,Severely inadequate,"$40,000 to $49,999",147,147.0,ok,4.997212273764115
2021,Housing Adequacy,Severely inadequate,"$50,000 to $59,999",169,169.0,ok,5.135798437050262
2021,Housing Adequacy,Severely inadequate,"$60,000 to $79,999",162,162.0,ok,5.093750200806762
2021,Housing Adequacy,Severely inadequate,"$80,000 to $99,999",84,84.0,ok,4.442651256490317
2021,Housing Adequacy,Severely inadequate,"Less than $10,000",388,388.0,ok,5.963579343618446
2021,Housing Adequacy,Upkeep,"$10,000 to $19,999",45,45.0,ok,3.828641396489095
2021,Housing Adequacy,Upkeep,"$100,000 to $119,999",.,,blank_or_na,
2021,Housing Adequacy,Upkeep,"$120,000 to $139,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$140,000 to $159,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$160,000 to $179,999",.,,blank_or_na,
2021,Housing Adequacy,Upkeep,"$180,000 to $199,999",.,,blank_or_na,
2021,Housing Adequacy,Upkeep,"$20,000 to $29,999",51,51.0,ok,3.9512437185814275
2021,Housing Adequacy,Upkeep,"$200,000 or more",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$30,000 to $39,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$40,000 to $49,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$50,000 to $59,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$60,000 to $79,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"$80,000 to $99,999",S,,suppressed,
2021,Housing Adequacy,Upkeep,"Less than $10,000",91,91.0,ok,4.5217885770490405
2021,Mold,Basement,"$10,000 to $19,999",40,40.0,ok,3.713572066704308
2021,Mold,Basement,"$100,000 to $119,999",S,,suppressed,
2021,Mold,Basement,"$120,000 to $139,999",S,,suppressed,
2021,Mold,Basement,"$140,000 to $159,999",S,,suppressed,
2021,Mold,Basement,"$160,000 to $179,999",S,,suppressed,
2021,Mold,Basement,"$180,000 to $199,999",S,,suppressed,
2021,Mold,Basement,"$20,000 to $29,999",41,41.0,ok,3.7376696182833684
2021,Mold,Basement,"$200,000 or more",S,,suppressed,
2021,Mold,Basement,"$30,000 to $39,999",S,,suppressed,
2021,Mold,Basement,"$40,000 to $49,999",51,51.0,ok,3.9512437185814275
2021,Mold,Basement,"$50,000 to $59,999",S,,suppressed,
2021,Mold,Basement,"$60,000 to $79,999",61,61.0,ok,4.127134385045092
2021,Mold,Basement,"$80,000 to $99,999",S,,suppressed,
2021,Mold,Basement,"Less than $10,000",S,,suppressed,
2021,Mold,Bathroom(s),"$10,000 to $19,999",235,235.0,ok,5.4638318050256105
2021,Mold,Bathroom(s),"$100,000 to $119,999",93,93.0,ok,4.543294782270004
2021,Mold,Bathroom(s),"$120,000 to $139,999",51,51.0,ok,3.9512437185814275
2021,Mold,Bathroom(s),"$140,000 to $159,999",40,40.0,ok,3.713572066704308
2021,Mold,Bathroom(s),"$160,000 to $179,999",S,,suppressed,
2021,Mold,Bathroom(s),"$180,000 to $199,999",S,,suppressed,
2021,Mold,Bathroom(s),"$20,000 to $29,999",233,233.0,ok,5.455321115357702
2021,Mold,Bathroom(s),"$200,000 or more",54,54.0,ok,4.007333185232471
2021,Mold,Bathroom(s),"$30,000 to $39,999",174,174.0,ok,5.1647859739235145
2021,Mold,Bathroom(s),"$40,000 to $49,999",221,221.0,ok,5.402677381872279
2021,Mold,Bathroom(s),"$50,000 to $59,999",169,169.0,ok,5.135798437050262
2021,Mold,Bathroom(s),"$60,000 to $79,999",175,175.0,ok,5.170483995038151
2021,Mold,Bathroom(s),"$80,000 to $99,999",120,120.0,ok,4.795790545596741
2021,Mold,Bathroom(s),"Less than $10,000",282,282.0,ok,5.645446897643238
2021,Mold,Bedroom(s),"$10,000 to $19,999",129,129.0,ok,4.867534450455582
2021,Mold,Bedroom(s),"$100,000 to $119,999",38,38.0,ok,3.6635616461296463
2021,Mold,Bedroom(s),"$120,000 to $139,999",S,,suppressed,
2021,Mold,Bedroom(s),"$140,000 to $159,999",S,,suppressed,
2021,Mold,Bedroom(s),"$160,000 to $179,999",S,,suppressed,
2021,Mold,Bedroom(s),"$180,000 to $199,999",S,,suppressed,
2021,Mold,Bedroom(s),"$20,000 to $29,999",122,122.0,ok,4.812184355372417
2021,Mold,Bedroom(s),"$200,000 or more",S,,suppressed,
2021,Mold,Bedroom(s),"$30,000 to $39,999",74,74.0,ok,4.31748811353631
2021,Mold,Bedroom(s),"$40,000 to $49,999",94,94.0,ok,4.553876891600541
2021,Mold,Bedroom(s),"$50,000 to $59,999",83,83.0,ok,4.430816798843313
2021,Mold,Bedroom(s),"$60,000 to $79,999",100,100.0,ok,4.61512051684126
